OfficerID,CRID,Category,Allegation,Finding,Outcome,IncidentDate,Latitude,Longitude,Officer Gender,Officer Race,Officer Rank,Officer Age
5750,1063837,Use Of Force, Injury,Unfounded,No Action Taken,2013,40.6331249,-89.3985283,M,Black,Police Officer,60
4524,1075019,Use Of Force,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,2015,40.6331249,-89.3985283,F,Black,Po As Detective,57
27722,1075019,Use Of Force,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,2015,40.6331249,-89.3985283,M,White,Po As Detective,58
22430,1078021,Use Of Force,Kicked,Not Sustained,Unknown,2015,41.5645283,-87.5318968,M,Hispanic,Police Officer,35
29894,1073929,Use Of Force,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,2013,41.5790388,-87.6630769,M,White,Po As Detective,54
27806,1073929,Use Of Force,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,2013,41.5790388,-87.6630769,M,White,Po As Detective,49
24628,1076934,Use Of Force, No Injury,No Affidavit,No Action Taken,2015,41.6354943,-87.5996014,M,White,Po As Detective,35
3168,1076934,Use Of Force, No Injury,No Affidavit,No Action Taken,2015,41.6354943,-87.5996014,M,White,Police Officer,39
1471,1088398,Use Of Force,Coercion ,No Affidavit,Unknown,2018,41.6392024,-87.4547635,F,White,Police Officer,37
18092,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Police Officer,51
1471,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,F,White,Police Officer,37
6582,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Po As Detective,48
21615,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,F,Hispanic,Sergeant Of Police,57
23492,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Lieutenant Of Police,41
27229,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Police Officer,39
19038,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Police Officer,39
29170,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Police Officer,48
14737,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,White,Police Officer,49
12932,1083899,Use Of Force,Civil Suits ,No Affidavit,Unknown,2016,41.6465396,-87.629069,M,Hispanic,Police Officer,52
12258,1068708,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6517123,-87.539003,M,White,Po/Field Trning Off,36
7167,1068708,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6517123,-87.539003,M,White,Police Officer,41
4202,1068641,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.651722,-87.547526,M,Hispanic,Police Officer,49
10072,1068641,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.651722,-87.547526,M,White,Police Officer,46
4202,1065989,Use Of Force, No Injury,No Affidavit,No Action Taken,2013,41.652518,-87.545568,M,Hispanic,Police Officer,49
4202,1059956,Use Of Force, Injury,Unfounded,No Action Taken,2013,41.6535525,-87.547408,M,Hispanic,Police Officer,49
9460,1073794,Use Of Force, No Injury,Not Sustained,No Action Taken,2015,41.6550193,-87.6057563,F,Hispanic,Police Officer,55
16477,1073794,Use Of Force, No Injury,Not Sustained,No Action Taken,2015,41.6550193,-87.6057563,M,Black,Po As Detective,59
9038,1083628,Illegal Search,Miscellaneous,No Affidavit,Unknown,2017,41.655346,-87.5474822,M,White,Police Officer,46
809,1083628,Illegal Search,Miscellaneous,No Affidavit,Unknown,2017,41.655346,-87.5474822,F,Hispanic,Police Officer,39
14982,1070728,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6572956,-87.599418,M,White,Sergeant Of Police,35
22256,1070728,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6572956,-87.599418,M,Hispanic,Po/Field Trning Off,41
22532,1070728,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6572956,-87.599418,M,White,Police Officer,40
4038,1063021,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6573304,-87.5495586,M,White,Police Officer,43
23555,1063021,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6573304,-87.5495586,M,White,Police Officer,49
28843,1067491,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6588896,-87.55712,M,White,Police Officer,35
23216,1067491,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6588896,-87.55712,F,Hispanic,Police Officer,44
28031,1073785,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6590428,-87.5474852,M,White,Police Officer,38
16515,1059915,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.659196,-87.6033446,M,Hispanic,Police Officer,47
10321,1059915,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.659196,-87.6033446,M,Hispanic,Police Officer,44
29842,1085379,Use Of Force,Closed Hand Strike (Punch),No Affidavit,Unknown,2017,41.6609825,-87.6404421,M,Black,Police Officer,50
31809,1075206,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.6612395,-87.6423255,M,Hispanic,Po,34
8501,1075206,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.6612395,-87.6423255,F,White,Police Officer,44
28329,1082022,Illegal Search,Search Of Premise Without Warrant,No Affidavit,Unknown,2016,41.6621511,-87.6447689,M,White,Police Officer,35
4288,1082022,Illegal Search,Search Of Premise Without Warrant,No Affidavit,Unknown,2016,41.6621511,-87.6447689,F,White,Police Officer,49
32191,1059676,Illegal Search,Search Of Premise Without Warrant,No Affidavit,No Action Taken,2013,41.6632463,-87.6552319,M,Asian/Pacific,Po,40
32266,1059676,Illegal Search,Search Of Premise Without Warrant,No Affidavit,No Action Taken,2013,41.6632463,-87.6552319,M,White,Po,36
4687,1073728,Use Of Force,Unnecessary Physical Contact / Off Duty ,No Affidavit,No Action Taken,2015,41.6679352,-87.6227441,F,White,Police Officer,34
1148,1075741,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6682836,-87.6244804,M,White,Sergeant Of Police,42
15258,1081599,Use Of Force,Unnecessary Display Of Weapon / Off Duty,Sustained,Unknown,2016,41.6693285,-87.7195194,M,White,Po/Field Trning Off,49
13933,1076851,Use Of Force, Injury,Unfounded,No Action Taken,2015,41.6704033,-87.6395748,M,White,Sergeant Of Police,47
20450,1065874,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.6704102,-87.6420461,M,Black,Police Officer,43
20089,1065874,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.6704102,-87.6420461,M,Black,Police Officer,56
31584,1065874,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.6704102,-87.6420461,M,Hispanic,Police Officer,39
28667,1075211,Use Of Force, No Injury,Unfounded,No Action Taken,2015,41.6704213,-87.6414058,M,Black,Police Officer,35
12088,1075219,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6705832,-87.6356392,M,Hispanic,Police Officer,36
4687,1075219,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6705832,-87.6356392,F,White,Police Officer,34
26304,1073502,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6737607,-87.5603077,M,White,Police Officer,38
8428,1073502,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6737607,-87.5603077,M,Hispanic,Police Officer,35
11831,1072030,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6739478,-87.6330788,F,White,Police Officer,54
29081,1072030,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6739478,-87.6330788,M,White,Police Officer,40
11898,1072030,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6739478,-87.6330788,M,White,Police Officer,36
12159,1082561,Use Of Force,Take Down (Thrown To Ground),No Affidavit,Unknown,2016,41.6745048,-87.6603672,M,Black,Police Officer,50
8902,1083051,Illegal Search,Search Of Premise Without Warrant,Not Sustained,Unknown,2016,41.675078,-87.6180401,M,White,Sergeant Of Police,59
24924,1083051,Illegal Search,Search Of Premise Without Warrant,Not Sustained,Unknown,2016,41.675078,-87.6180401,M,White,Sergeant Of Police,38
15631,1083051,Illegal Search,Search Of Premise Without Warrant,Unfounded,Unknown,2016,41.675078,-87.6180401,M,Black,Police Officer,39
18560,1083051,Illegal Search,Search Of Premise Without Warrant,Not Sustained,Unknown,2016,41.675078,-87.6180401,M,White,Police Officer,44
18520,1061020,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6756397,-87.6240466,M,White,Police Officer,35
12845,1061020,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6756397,-87.6240466,M,White,Police Officer,38
13778,1077519,Use Of Force, Injury,Unfounded,Unknown,2015,41.6758597,-87.633727,M,Black,Police Officer,42
13784,1077519,Use Of Force, Injury,Unfounded,Unknown,2015,41.6758597,-87.633727,M,Black,Police Officer,53
6254,1077519,Use Of Force, Injury,Unfounded,Unknown,2015,41.6758597,-87.633727,M,White,Sergeant Of Police,47
30127,1066654,Use Of Force,Coercion ,No Affidavit,Unknown,2013,41.6763909,-87.6307655,M,White,Sergeant Of Police,42
4447,1066654,Use Of Force,Coercion ,No Affidavit,Unknown,2013,41.6763909,-87.6307655,M,White,Sergeant Of Police,41
6604,1084933,Use Of Force,Miscellaneous,Exonerated,Unknown,2017,41.6764768,-87.6235935,M,Hispanic,Police Officer,44
6844,1069188,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6772534,-87.6768759,M,Hispanic,Police Officer,35
15055,1076430,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.6775054,-87.6638173,M,White,Police Officer,43
15032,1076430,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.6775054,-87.6638173,M,White,Police Officer,60
10974,1059721,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6775341,-87.6613476,M,Hispanic,Police Officer,49
4118,1059721,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6775341,-87.6613476,M,White,Lieutenant Of Police,52
7503,1059721,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6775341,-87.6613476,M,Asian/Pacific,Police Officer,37
16515,1059721,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6775341,-87.6613476,M,Hispanic,Police Officer,47
17826,1082698,Illegal Search,Search Of Person ,No Affidavit,Unknown,2016,41.6779473,-87.6274649,M,White,Police Officer,41
11898,1086792,Use Of Force, No Injury,No Affidavit,Unknown,2017,41.6779697,-87.6251151,M,White,Police Officer,36
12000,1086792,Use Of Force, No Injury,No Affidavit,Unknown,2017,41.6779697,-87.6251151,M,White,Police Officer,49
11816,1064474,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6785529,-87.6652055,M,Black,Police Officer,52
26062,1064474,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6785529,-87.6652055,M,Black,Police Officer,56
26419,1077844,Use Of Force, No Injury,No Affidavit,No Action Taken,2015,41.6785529,-87.6652055,M,Black,Police Officer,38
4118,1064456,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,No Action Taken,2013,41.6789611,-87.6205133,M,White,Lieutenant Of Police,52
8981,1062598,Use Of Force, Use Of Firearm / Off Duty ,Unfounded,No Action Taken,2013,41.6792331,-87.6308426,F,Black,Police Officer,61
353,1059339,Use Of Force,Unnecessary Physical Contact / On Duty ,Not Sustained,No Action Taken,2013,41.6794388,-87.6446822,M,Asian/Pacific,Police Officer,36
5043,1059339,Use Of Force,Unnecessary Physical Contact / On Duty ,Not Sustained,No Action Taken,2013,41.6794388,-87.6446822,M,Black,Police Officer,49
5234,1078892,Use Of Force, Injury,No Affidavit,No Action Taken,2016,41.6794662,-87.6422153,M,White,Police Officer,46
1148,1067573,Use Of Force, Injury,Unfounded,No Action Taken,2014,41.6797335,-87.623015,M,White,Sergeant Of Police,42
11898,1067573,Use Of Force, Injury,Unfounded,No Action Taken,2014,41.6797335,-87.623015,M,White,Police Officer,36
22532,1070812,Use Of Force, Injury,Unknown,Unknown,2014,41.6798722,-87.6205538,M,White,Police Officer,40
30290,1070812,Use Of Force, Injury,Unknown,Unknown,2014,41.6798722,-87.6205538,M,White,Police Officer,36
19411,1064534,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6801437,-87.669986,M,Hispanic,Sergeant Of Police,36
9482,1069020,Use Of Force, Injury,No Affidavit,No Action Taken,2014,41.6808657,-87.6326547,F,White,Police Officer,46
27448,1069020,Use Of Force, Injury,No Affidavit,No Action Taken,2014,41.6808657,-87.6326547,M,White,Sergeant Of Police,39
29081,1066972,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6815985,-87.6275847,M,White,Police Officer,40
11898,1066972,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6815985,-87.6275847,M,White,Police Officer,36
26165,1081938,Use Of Force, Injury,No Affidavit,Unknown,2016,41.6819577,-87.6638881,M,White,Police Officer,48
28404,1081938,Use Of Force, Injury,No Affidavit,Unknown,2016,41.6819577,-87.6638881,M,White,Police Officer,52
15728,1081938,Use Of Force, Injury,No Affidavit,Unknown,2016,41.6819577,-87.6638881,M,White,Sergeant Of Police,57
18624,1067676,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6819744,-87.6203541,M,White,Police Officer,36
21941,1067676,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6819744,-87.6203541,M,White,Police Officer,35
8145,1069822,Use Of Force, Injury,Unfounded,No Action Taken,2014,41.6821524,-87.6441811,M,White,Police Officer,35
15776,1069822,Use Of Force, Injury,Unfounded,No Action Taken,2014,41.6821524,-87.6441811,M,White,Police Officer,35
11540,1071282,Use Of Force, No Injury,No Affidavit,No Action Taken,2014,41.6823794,-87.6207903,M,Black,Police Officer,47
30561,1071600,Use Of Force,Unnecessary Display Of Weapon / Off Duty,No Affidavit,No Action Taken,2014,41.6827436,-87.6515436,M,White,Lieutenant Of Police,49
20651,1081941,Use Of Force,Unnecessary Display Of Weapon / Off Duty,Sustained,Unknown,2016,41.6829507,-87.6508875,M,Black,Police Officer,57
1148,1059644,Use Of Force, Injury,Not Sustained,No Action Taken,2013,41.6836053,-87.6334258,M,White,Sergeant Of Police,42
19941,1087649,Use Of Force,Civil Suits ,Unknown,Unknown,2015,41.68379,-87.6440449,M,White,Police Officer,38
28667,1087649,Use Of Force,Civil Suits ,Unknown,Unknown,2015,41.68379,-87.6440449,M,Black,Police Officer,35
4078,1087649,Use Of Force,Civil Suits ,Unknown,Unknown,2015,41.68379,-87.6440449,M,Black,Police Officer,44
13209,1064537,Use Of Force, Use Of Firearm / Off Duty ,Not Sustained,No Action Taken,2013,41.684058,-87.6372844,M,Black,Police Officer,40
18624,1068404,Illegal Search,Search Of Premise Without Warrant,Unknown,Unknown,2014,41.684309,-87.6298016,M,White,Police Officer,36
4447,1063245,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6847759,-87.6426073,M,White,Sergeant Of Police,41
30127,1063245,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.6847759,-87.6426073,M,White,Sergeant Of Police,42
28027,1064007,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6847759,-87.6426073,M,Black,Police Officer,43
115,1064007,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6847759,-87.6426073,M,Black,Police Officer,49
31927,1068306,Illegal Search,Improper Search Of Person,Not Sustained,No Action Taken,2014,41.6847759,-87.6426073,M,Black,Po,43
8249,1068306,Illegal Search,Improper Search Of Person,Not Sustained,No Action Taken,2014,41.6847759,-87.6426073,M,Hispanic,Police Officer,42
21710,1069617,Illegal Search,Improper Search Of Vehicle,Exonerated,No Action Taken,2014,41.6847759,-87.6426073,M,White,Sergeant Of Police,57
1037,1069617,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2014,41.6847759,-87.6426073,M,White,Police Officer,60
4927,1069617,Illegal Search,Improper Search Of Vehicle,Exonerated,No Action Taken,2014,41.6847759,-87.6426073,M,White,Police Officer,49
31941,1080270,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2016,41.6847759,-87.6426073,M,White,Po,37
28027,1066665,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6850207,-87.6173696,M,Black,Police Officer,43
20072,1066665,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6850207,-87.6173696,M,White,Police Officer,48
31298,1070638,Use Of Force,Closed Hand Strike (Punch),Not Sustained,Unknown,2014,41.685114,-87.6397353,M,Black,Police Officer,47
28667,1070638,Use Of Force,Closed Hand Strike (Punch),Sustained,Unknown,2014,41.685114,-87.6397353,M,Black,Police Officer,35
25281,1081209,Use Of Force, No Injury,Unknown,Unknown,2016,41.6851263,-87.6386523,F,Hispanic,Police Officer,42
16920,1068269,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.6851936,-87.6312882,M,White,Sergeant Of Police,37
8481,1068269,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.6851936,-87.6312882,M,White,Police Officer,48
353,1071344,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2014,41.6851978,-87.6144147,M,Asian/Pacific,Police Officer,36
5043,1071344,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2014,41.6851978,-87.6144147,M,Black,Police Officer,49
4078,1077743,Illegal Search,Improper Search Of Vehicle,Unfounded,No Action Taken,2015,41.6852267,-87.6301065,M,Black,Police Officer,44
22525,1077743,Illegal Search,Improper Search Of Vehicle,Unfounded,No Action Taken,2015,41.6852267,-87.6301065,M,White,Police Officer,30
7834,1077743,Illegal Search,Improper Search Of Vehicle,Unfounded,No Action Taken,2015,41.6852267,-87.6301065,M,White,Police Officer,36
17721,1073693,Use Of Force, Handgun,Sustained,Suspended for 365 Days,2015,41.6854184,-87.6307397,M,White,Po As Detective,49
9316,1073693,Use Of Force, Handgun,Sustained,Suspended for 365 Days,2015,41.6854184,-87.6307397,M,Hispanic,Police Officer,51
24190,1069686,Use Of Force, Injury,Exonerated,No Action Taken,2014,41.685435,-87.6118059,M,Black,Police Officer,51
27070,1086932,Illegal Search,Search Of Premise Without Warrant,Unknown,Unknown,2017,41.6857321,-87.6748526,F,Hispanic,Police Officer,50
14003,1086932,Illegal Search,Search Of Premise Without Warrant,Unknown,Unknown,2017,41.6857321,-87.6748526,M,White,Police Officer,45
5162,1086932,Illegal Search,Search Of Premise Without Warrant,Unknown,Unknown,2017,41.6857321,-87.6748526,M,White,Police Officer,47
21805,1077119,Use Of Force, Injury,No Affidavit,No Action Taken,2015,41.6860298,-87.5355868,M,Hispanic,Police Officer,50
4218,1077119,Use Of Force, Injury,No Affidavit,No Action Taken,2015,41.6860298,-87.5355868,M,Hispanic,Police Officer,36
7135,1070342,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6863419,-87.6753112,M,White,Sergeant Of Police,55
7248,1068129,Use Of Force, Injury,No Affidavit,No Action Taken,2014,41.6863471,-87.633368,M,Black,Police Officer,53
27421,1068129,Use Of Force, Injury,No Affidavit,No Action Taken,2014,41.6863471,-87.633368,M,Black,Po As Detective,38
32344,1061055,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6865637,-87.6473897,M,Black,Po,36
23044,1062461,Use Of Force, Injury,Unfounded,No Action Taken,2013,41.6867983,-87.601295,M,White,Police Officer,37
910,1083575,Use Of Force, No Injury,No Affidavit,Unknown,2017,41.6868845,-87.6251606,M,Black,Police Officer,65
25071,1079202,Use Of Force, Injury,Unknown,Unknown,2016,41.6869965,-87.7101472,M,White,Police Officer,35
9741,1068237,Use Of Force,Unnecessary Physical Contact / Off Duty ,Unfounded,No Action Taken,2014,41.6870323,-87.630145,M,Black,Police Officer,44
16410,1060535,Use Of Force, Use Of Firearm / On Duty ,No Affidavit,No Action Taken,2013,41.6873097,-87.7016251,M,White,Police Officer,39
1436,1071160,Use Of Force,Closed Hand Strike (Punch),Unfounded,Unknown,2014,41.6886026,-87.6153789,F,Black,Police Officer,41
9414,1071160,Use Of Force,Closed Hand Strike (Punch),Unfounded,Unknown,2014,41.6886026,-87.6153789,M,White,Police Officer,32
12195,1071160,Use Of Force,Closed Hand Strike (Punch),Not Sustained,Unknown,2014,41.6886026,-87.6153789,F,Black,Sergeant Of Police,54
22543,1069796,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6887484,-87.6233814,M,Black,Police Officer,43
31809,1069796,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2014,41.6887484,-87.6233814,M,Hispanic,Po,34
758,1070139,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6887484,-87.6233814,M,White,Police Officer,37
6844,1070139,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2014,41.6887484,-87.6233814,M,Hispanic,Police Officer,35
5930,1080321,Use Of Force,Miscellaneous,Unfounded,Unknown,2016,41.688973,-87.6209944,M,Hispanic,Po/Field Trning Off,39
8395,1080321,Use Of Force,Miscellaneous,Unfounded,Unknown,2016,41.688973,-87.6209944,M,White,Police Officer,32
2425,1080321,Use Of Force,Miscellaneous,Unfounded,Unknown,2016,41.688973,-87.6209944,M,Hispanic,Police Officer,42
21876,1087235,Illegal Search,Improper Search Of Person,No Affidavit,Unknown,2017,41.6890785,-87.6281865,M,Black,Sergeant Of Police,55
20058,1088375,Use Of Force,Unnecessary Display Of Weapon / On Duty,No Affidavit,Unknown,2018,41.6891018,-87.7071202,F,White,Police Officer,37
23067,1063170,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6896059,-87.6281821,M,White,Police Officer,37
28878,1063170,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6896059,-87.6281821,M,White,Police Officer,36
385,1075675,Use Of Force, Injury,Unfounded,No Action Taken,2015,41.6897069,-87.63784,M,Black,Police Officer,55
30803,1064090,Use Of Force,Miscellaneous,Not Sustained,Unknown,2013,41.6897188,-87.6276537,M,Black,Police Officer,50
1114,1064090,Use Of Force,Miscellaneous,Sustained,Unknown,2013,41.6897188,-87.6276537,M,White,Po As Detective,45
25808,1067252,Use Of Force, No Injury,Not Sustained,No Action Taken,2014,41.6903985,-87.6569123,M,White,Police Officer,37
18985,1060227,Use Of Force,Unnecessary Physical Contact / Off Duty ,Not Sustained,No Action Taken,2013,41.6905141,-87.6212797,M,Black,Police Officer,66
5805,1087910,Use Of Force, Injury,Unknown,Unknown,2017,41.690561,-87.663919,M,Black,Police Officer,35
26062,1087910,Use Of Force, Injury,Unknown,Unknown,2017,41.690561,-87.663919,M,Black,Police Officer,56
21168,1087910,Use Of Force, Injury,Unknown,Unknown,2017,41.690561,-87.663919,M,White,Police Officer,40
5131,1087910,Use Of Force, Injury,Unknown,Unknown,2017,41.690561,-87.663919,M,White,Police Officer,52
8342,1087910,Use Of Force, Injury,Unknown,Unknown,2017,41.690561,-87.663919,M,White,Police Officer,50
12630,1074155,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.6906123,-87.6233866,M,Black,Police Officer,47
8363,1074155,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.6906123,-87.6233866,M,White,Police Officer,36
14190,1074385,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6906988,-87.7010899,M,White,Police Officer,58
6164,1074385,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2015,41.6906988,-87.7010899,M,White,Police Officer,54
26113,1064024,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6907055,-87.6278632,M,White,Sergeant Of Police,42
23431,1064024,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6907055,-87.6278632,M,Hispanic,Police Officer,44
28667,1064024,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2013,41.6907055,-87.6278632,M,Black,Police Officer,35
14477,1085694,Illegal Search,Search Of Person ,Not Sustained,Unknown,2017,41.6907055,-87.6278632,M,Black,Police Officer,38
18872,1088487,Use Of Force, Injury,No Affidavit,Unknown,2018,41.6907935,-87.5361398,M,Hispanic,Police Officer,42
8981,1061511,Use Of Force, Injury,Unfounded,No Action Taken,2013,41.690812,-87.604354,F,Black,Police Officer,61
22701,1076910,Use Of Force,Injury,Not Sustained,Unknown,2015,41.6910807,-87.5343697,M,White,Police Officer,44
9122,1067168,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.6912032,-87.6207397,M,White,Police Officer,41
8481,1067168,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.6912032,-87.6207397,M,White,Police Officer,48
5678,1076754,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.691341,-87.629282,M,White,Police Officer,41
14837,1076754,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.691341,-87.629282,M,White,Police Officer,35
450,1072976,Use Of Force,Unnecessary Display Of Weapon / On Duty,Not Sustained,No Action Taken,2014,41.6913497,-87.6979005,F,Black,Police Officer,38
22929,1062148,Use Of Force, Injury,No Affidavit,No Action Taken,2013,41.6913846,-87.70116,M,White,Police Officer,37
12391,1069080,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.6913846,-87.70116,M,White,Police Officer,50
21934,1069080,Illegal Search,Improper Search Of Vehicle,Unknown,Unknown,2014,41.6913846,-87.70116,M,White,Police Officer,66
2851,1083298,Use Of Force,Take Down (Thrown To Ground),Unfounded,Unknown,2016,41.6915256,-87.6756423,F,Black,Police Officer,54
20030,1077251,Illegal Search,Improper Search Of Vehicle,No Affidavit,No Action Taken,2015,41.691694,-87.668627,F,White,Police Officer,61
26062,1087279,Use Of Force, Injury,Unknown,Unknown,2017,41.691694,-87.668627,M,Black,Police Officer,56
18048,1085386,Use Of Force, No Injury,Sustained,7 Day Suspension,2017,41.691694,-87.668627,M,Black,Police Officer,56
2500,1068002,Use Of Force, Injury,Exonerated,No Action Taken,2014,41.691845,-87.6635377,M,Black,Police Officer,56
10440,1060671,Illegal Search,Improper Search Of Person,No Affidavit,No Action Taken,2013,41.691968,-87.652259,M,White,Police Officer,57
9472,1083292,Use Of Force,Push/Pull/Grab,No Affidavit,Unknown,2016,41.6920933,-87.6118839,M,Hispanic,Police Officer,48
19519,1083292,Use Of Force,Push/Pull/Grab,No Affidavit,Unknown,2016,41.6920933,-87.6118839,M,Black,Police Officer,41
4447,1068186,Use Of Force,Miscellaneous,No Affidavit,Unknown,2014,41.6921581,-87.6305437,M,White,Sergeant Of Police,41
18599,1076413,Illegal Search,Improper Search Of Vehicle,Not Sustained,No Action Taken,2015,41.6922263,-87.6521017,M,White,Sergeant Of Police,46
4963,1062830,Illegal Search,Improper Search Of Vehicle,Unfounded,No Action Taken,2013,41.6922681,-87.6035945,M,Black,Sergeant Of Police,53
